sku,brand,name,photo_url,price,cost,diameter,width,bolt_pattern,model,model_other,color,backspacing,offset,center_bore,load_rating,exposed_lugs,material,structure,style,number_of_spokes,year_introduced
HE91177012238,Helo,HE911,https://images.wheelpros.com/hHE9112.png,0.00,0.00,"17""","7""",5x4.5,,,,,,72.6,1400,,,,,,
HE91177012438,Helo,HE911,https://images.wheelpros.com/hHE9114.png,0.00,0.00,"17""","7""",5x4.5,,,,,,72.6,1400,,,,,,
HE91177015238,Helo,HE911,https://images.wheelpros.com/hHE9112.png,0.00,0.00,"17""","7""",5x115,,,,,,72.6,1400,,,,,,
HE91177015438,Helo,HE911,https://images.wheelpros.com/hHE9114.png,0.00,0.00,"17""","7""",5x115,,,,,,72.6,1400,,,,,,
HE91177045238,Helo,HE911,https://images.wheelpros.com/hHE9112.png,0.00,0.00,"17""","7""",5x4.25,,,,,,72.6,1400,,,,,,
HE91177045438,Helo,HE911,https://images.wheelpros.com/hHE9114.png,0.00,0.00,"17""","7""",5x4.25,,,,,,72.6,1400,,,,,,
HE91177057238,Helo,HE911,https://images.wheelpros.com/hHE9112.png,0.00,0.00,"17""","7""",5x112,,,,,,66.56,1400,,,,,,
HE91177057438,Helo,HE911,https://images.wheelpros.com/hHE9114.png,0.00,0.00,"17""","7""",5x112,,,,,,66.56,1400,,,,,,
HE91188010240,Helo,HE911,https://images.wheelpros.com/hHE9112.png,0.00,0.00,"18""","8""",5x105,,,,,,56.6,1400,,,,,,
HE91188010440,Helo,HE911,https://images.wheelpros.com/hHE9114.png,0.00,0.00,"18""","8""",5x105,,,,,,56.6,1400,,,,,,
HE91188012240,Helo,HE911,https://images.wheelpros.com/hHE9112.png,0.00,0.00,"18""","8""",5x4.5,,,,,,72.6,1400,,,,,,
HE91188012440,Helo,HE911,https://images.wheelpros.com/hHE9114.png,0.00,0.00,"18""","8""",5x4.5,,,,,,72.6,1400,,,,,,
HE91188015240,Helo,HE911,https://images.wheelpros.com/hHE9112.png,0.00,0.00,"18""","8""",5x115,,,,,,72.6,1400,,,,,,
HE91188015440,Helo,HE911,https://images.wheelpros.com/hHE9114.png,0.00,0.00,"18""","8""",5x115,,,,,,72.6,1400,,,,,,
HE91188045240,Helo,HE911,https://images.wheelpros.com/hHE9112.png,0.00,0.00,"18""","8""",5x4.25,,,,,,72.6,1400,,,,,,
HE91188045440,Helo,HE911,https://images.wheelpros.com/hHE9114.png,0.00,0.00,"18""","8""",5x4.25,,,,,,72.6,1400,,,,,,
HE91188057240,Helo,HE911,https://images.wheelpros.com/hHE9112.png,0.00,0.00,"18""","8""",5x112,,,,,,66.56,1400,,,,,,
HE91188057440,Helo,HE911,https://images.wheelpros.com/hHE9114.png,0.00,0.00,"18""","8""",5x112,,,,,,66.56,1400,,,,,,
HE91222800220,Helo,HE912,https://images.wheelpros.com/hHE9122.png,0.00,0.00,"22""","8.5""",,,,,,,72.6,1900,,,,,,
HE91222800240,Helo,HE912,https://images.wheelpros.com/hHE9122.png,0.00,0.00,"22""","8.5""",,,,,,,72.6,1900,,,,,,
HE91222800320,Helo,HE912,https://images.wheelpros.com/hHE9123.png,0.00,0.00,"22""","8.5""",,,,,,,72.6,1900,,,,,,
HE91222800340,Helo,HE912,https://images.wheelpros.com/hHE9123.png,0.00,0.00,"22""","8.5""",,,,,,,72.6,1900,,,,,,
HE91222817240,Helo,HE912,https://images.wheelpros.com/hHE9122.png,0.00,0.00,"22""","8.5""","5x4.5,120",,,,,,74.1,1900,,,,,,
HE91222817340,Helo,HE912,https://images.wheelpros.com/hHE9123.png,0.00,0.00,"22""","8.5""","5x4.5,120",,,,,,74.1,1900,,,,,,
HE91222820220,Helo,HE912,https://images.wheelpros.com/hHE9122.png,0.00,0.00,"22""","8.5""","5x115,120",,,,,,74.1,1900,,,,,,
HE91222820320,Helo,HE912,https://images.wheelpros.com/hHE9123.png,0.00,0.00,"22""","8.5""","5x115,120",,,,,,74.1,1900,,,,,,
HE91228500220,Helo,HE912,https://images.wheelpros.com/hHE9122.png,0.00,0.00,"20""","8.5""",,,,,,,72.6,1900,,,,,,
HE91228500240,Helo,HE912,https://images.wheelpros.com/hHE9122.png,0.00,0.00,"20""","8.5""",,,,,,,72.6,1900,,,,,,
HE91228500320,Helo,HE912,https://images.wheelpros.com/hHE9123.png,0.00,0.00,"20""","8.5""",,,,,,,72.6,1900,,,,,,
HE91228500340,Helo,HE912,https://images.wheelpros.com/hHE9123.png,0.00,0.00,"20""","8.5""",,,,,,,72.6,1900,,,,,,
HE91228517240,Helo,HE912,https://images.wheelpros.com/hHE9122.png,0.00,0.00,"20""","8.5""","5x4.5,120",,,,,,74.1,1900,,,,,,
HE91228517340,Helo,HE912,https://images.wheelpros.com/hHE9123.png,0.00,0.00,"20""","8.5""","5x4.5,120",,,,,,74.1,1900,,,,,,
HE91228546220,Helo,HE912,https://images.wheelpros.com/hHE9122.png,0.00,0.00,"20""","8.5""","5x112,4.5",,,,,,72.6,1900,,,,,,
HE91228546240,Helo,HE912,https://images.wheelpros.com/hHE9122.png,0.00,0.00,"20""","8.5""","5x112,4.5",,,,,,72.6,1900,,,,,,
HE91228546320,Helo,HE912,https://images.wheelpros.com/hHE9123.png,0.00,0.00,"20""","8.5""","5x112,4.5",,,,,,72.6,1900,,,,,,
HE91228546340,Helo,HE912,https://images.wheelpros.com/hHE9123.png,0.00,0.00,"20""","8.5""","5x112,4.5",,,,,,72.6,1900,,,,,,
HE91228594220,Helo,HE912,https://images.wheelpros.com/hHE9122.png,0.00,0.00,"20""","8.5""","6x4.5,120",,,,,,72.6,1900,,,,,,
HE91228594320,Helo,HE912,https://images.wheelpros.com/hHE9123.png,0.00,0.00,"20""","8.5""","6x4.5,120",,,,,,72.6,1900,,,,,,
HE91277500218,Helo,HE912,https://images.wheelpros.com/hHE9122.png,0.00,0.00,"17""","7.5""",,,,,,,72.6,1900,,,,,,
HE91277500238,Helo,HE912,https://images.wheelpros.com/hHE9122.png,0.00,0.00,"17""","7.5""",,,,,,,72.6,1900,,,,,,
HE91277500318,Helo,HE912,https://images.wheelpros.com/hHE9123.png,0.00,0.00,"17""","7.5""",,,,,,,72.6,1900,,,,,,
HE91277500338,Helo,HE912,https://images.wheelpros.com/hHE9123.png,0.00,0.00,"17""","7.5""",,,,,,,72.6,1900,,,,,,
HE91277501238,Helo,HE912,https://images.wheelpros.com/hHE9122.png,0.00,0.00,"17""","7.5""","5x4.25,4.5",,,,,,72.6,1900,,,,,,
HE91277501338,Helo,HE912,https://images.wheelpros.com/hHE9123.png,0.00,0.00,"17""","7.5""","5x4.25,4.5",,,,,,72.6,1900,,,,,,
HE91277520218,Helo,HE912,https://images.wheelpros.com/hHE9122.png,0.00,0.00,"17""","7.5""","5x115,120",,,,,,74.1,1900,,,,,,
HE91277520318,Helo,HE912,https://images.wheelpros.com/hHE9123.png,0.00,0.00,"17""","7.5""","5x115,120",,,,,,74.1,1900,,,,,,
HE91277521238,Helo,HE912,https://images.wheelpros.com/hHE9122.png,0.00,0.00,"17""","7.5""","5x110,115",,,,,,72.6,1900,,,,,,
HE91277521338,Helo,HE912,https://images.wheelpros.com/hHE9123.png,0.00,0.00,"17""","7.5""","5x110,115",,,,,,72.6,1900,,,,,,
HE91277559238,Helo,HE912,https://images.wheelpros.com/hHE9122.png,0.00,0.00,"17""","7.5""","5x112,120",,,,,,74.1,1900,,,,,,
HE91277559338,Helo,HE912,https://images.wheelpros.com/hHE9123.png,0.00,0.00,"17""","7.5""","5x112,120",,,,,,74.1,1900,,,,,,
HE91277594218,Helo,HE912,https://images.wheelpros.com/hHE9122.png,0.00,0.00,"17""","7.5""","6x4.5,120",,,,,,72.6,1900,,,,,,
